t_sim,X_expectation
0.0,1.0
0.012552301255230125,0.9875261502859753
0.02510460251046025,0.9752078974986387
0.03765690376569038,0.9630433007453107
0.0502092050209205,0.9510304433437154
0.06276150627615062,0.9391674325199837
0.07531380753138076,0.927452399110423
0.08786610878661087,0.9158834972670079
0.100418410041841,0.904458904166544
0.11297071129707113,0.893176819723459
0.12552301255230125,0.882035466306178
0.13807531380753138,0.8710330884570351
0.1506276150627615,0.8601679526156792
0.16317991631799164,0.849438346845931
0.17573221757322174,0.8388425805660453
0.18828451882845187,0.8283789842823398
0.200836820083682,0.8180459093261455
0.21338912133891214,0.8078417275940385
0.22594142259414227,0.7977648312913124
0.23849372384937237,0.7878136326786503
0.2510460251046025,0.777986563821957
0.26359832635983266,0.7682820763453114
0.27615062761506276,0.7586986411870011
0.28870292887029286,0.7492347483585998
0.301255230125523,0.7398889067070494
0.3138075313807531,0.7306596436797117
0.3263598326359833,0.7215455050923482
0.3389121338912134,0.7125450548999962
0.3514644351464435,0.7036568749707022
0.36401673640167365,0.6948795648620774
0.37656903765690375,0.686211741600641
0.3891213389121339,0.6776520394639154
0.401673640167364,0.6691991097652402
0.4142259414225941,0.6608516206412696
0.42677824267782427,0.6526082568421206
0.4393305439330544,0.6444677195241404
0.45188284518828453,0.6364287260452561
0.46443514644351463,0.6284900097628794
0.47698744769874474,0.6206503198343314
0.4895397489539749,0.6129084210197565
0.502092050209205,0.605263093487496
0.5146443514644351,0.5977131326218872
0.5271966527196653,0.5902573488334628
0.5397489539748954,0.5828945673715156
0.5523012552301255,0.5756236281390019
0.5648535564853556,0.5684433855097544
0.5774058577405857,0.5613527081479743
0.5899581589958159,0.5543504788299757
0.602510460251046,0.5474355942681529
0.6150627615062761,0.5406069649371442
0.6276150627615062,0.5338635149021633
0.6401673640167364,0.5272041816494728
0.6527196652719666,0.5206279159189718
0.6652719665271967,0.5141336815388727
0.6778242677824268,0.5077204552624386
0.6903765690376569,0.5013872266067587
0.702928870292887,0.4951329976935344
0.7154811715481172,0.4889567830918507
0.7280334728033473,0.48285760966290997
0.7405857740585774,0.47683451640670166
0.7531380753138075,0.47088655431058485
0.7656903765690376,0.4650127861997597
0.7782426778242678,0.459212286589604
0.7907949790794979,0.4534841415398516
0.803347280334728,0.44782744851059003
0.8158995815899581,0.4422413162200538
0.8284518828451882,0.4367248645041924
0.8410041841004184,0.4312772241779893
0.8535564853556485,0.42589753689851134
0.8661087866108786,0.42058495502966603
0.8786610878661087,0.41533864150864613
0.8912133891213389,0.4101577697140401
0.9037656903765691,0.4050415233355876
0.9163179916317992,0.3999890962455599
0.9288702928870293,0.3949996923717442
0.9414225941422594,0.3900725255720131
0.9539748953974895,0.38520681951045777
0.9665271966527197,0.38040180753506686
0.9790794979079498,0.3756567325569311
0.9916317991631799,0.3709708469309544
1.00418410041841,0.36634341233805323
1.0167364016736402,0.36177369966882533
1.0292887029288702,0.35726098890866975
1.0418410041841004,0.35280456902433915
1.0543933054393306,0.34840373785190826
1.0669456066945606,0.34405780198613917
1.0794979079497908,0.3397660766712264
1.0920502092050208,0.33552788569290576
1.104602510460251,0.331342561271908
1.1171548117154813,0.32720944395874213
1.1297071129707112,0.32312788252979124
1.1422594142259415,0.31909723388470357
1.1548117154811715,0.31511686294506486
1.1673640167364017,0.3111861425543332
1.1799163179916319,0.30730445337902335
1.1924686192468619,0.3034711838111229
1.205020920502092,0.2996857298717258
1.217573221757322,0.29594749511586815
1.2301255230125523,0.2922558905385507
1.2426778242677825,0.28861033448193435
1.2552301255230125,0.28501025254369233
1.2677824267782427,0.28145507748650606
1.2803347280334727,0.27794424914869026
1.292887029288703,0.27447721435593203
1.3054393305439331,0.27105342683413197
1.3179916317991631,0.26767234712333166
1.3305439330543933,0.26433344249271495
1.3430962343096233,0.26103618685667007
1.3556485355648535,0.2577800606918979
1.3682008368200838,0.25456455095555497
1.3807531380753137,0.2513891510044173
1.393305439330544,0.24825336051505187
1.405857740585774,0.24515668540498556
1.4184100418410042,0.24209863775485532
1.4309623430962344,0.23907873573153113
1.4435146443514644,0.23609650351219702
1.4560669456066946,0.23315147120937915
1.4686192468619246,0.23024317479690964
1.4811715481171548,0.22737115603681304
1.493723849372385,0.22453496240710577
1.506276150627615,0.22173414703049538
1.5188284518828452,0.2189682686039695
1.5313807531380752,0.21623689132926344
1.5439330543933054,0.2135395848441943
1.5564853556485356,0.21087592415485257
1.5690376569037656,0.2082454895686389
1.5815899581589958,0.2056478666281362
1.5941422594142258,0.20308264604580706
1.606694560669456,0.20054942363950518
1.6192468619246863,0.1980478002687917
1.6317991631799162,0.19557738177204564
1.6443514644351465,0.19313777890435868
1.6569037656903765,0.19072860727620522
1.6694560669456067,0.1883494872928766
1.6820083682008369,0.18600004409467163
1.6945606694560669,0.18367990749783275
1.707112970711297,0.1813887119362188
1.719665271966527,0.17912609640370594
1.7322175732217573,0.1768917043973062
1.7447698744769875,0.1746851838609965
1.7573221757322175,0.17250618713024768
1.7698744769874477,0.17035437087724553
1.7824267782426777,0.16822939605679557
1.794979079497908,0.16613092785290196
1.8075313807531381,0.16405863562601336
1.8200836820083681,0.16201219286092655
1.8326359832635983,0.15999127711533978
1.8451882845188283,0.15799556996904818
1.8577405857740585,0.15602475697377258
1.8702928870292888,0.15407852760361448
1.8828451882845187,0.15215657520612882
1.895397489539749,0.15025859695400687
1.907949790794979,0.1483842937973624
1.9205020920502092,0.1465333704166124
1.9330543933054394,0.14470553517594606
1.9456066945606694,0.14290050007737382
1.9581589958158996,0.14111798071534967
1.9707112970711296,0.1393576962319598
1.9832635983263598,0.1376193692726696
1.99581589958159,0.13590272594262345
2.00836820083682,0.1342074957634889
2.02092050209205,0.13253341163083954
2.0334728033472804,0.13088020977206943
2.0460251046025104,0.12924762970483264
2.0585774058577404,0.12763541419600066
2.071129707112971,0.1260433092211324
2.083682008368201,0.12447106392444969
2.096234309623431,0.12291843057931136
2.1087866108786613,0.12138516454918122
2.1213389121338913,0.1198710242490826
2.1338912133891212,0.11837577110753333
2.1464435146443512,0.1168991695289562
2.1589958158995817,0.11544098685655767
2.1715481171548117,0.11400099333567029
2.1841004184100417,0.11257896207755162
2.196652719665272,0.11117466902363532
2.209205020920502,0.10978789291022807
2.221757322175732,0.10841841523364647
2.2343096234309625,0.1070660202157892
2.2468619246861925,0.10573049477013874
2.2594142259414225,0.10441162846818657
2.2719665271966525,0.10310921350627784
2.284518828451883,0.10182304467286922
2.297071129707113,0.10055291931619544
2.309623430962343,0.09929863731233877
2.3221757322175733,0.09806000103369719
2.3347280334728033,0.09683681531784576
2.3472803347280333,0.0956288874367862
2.3598326359832638,0.09443602706658032
2.3723849372384938,0.09325804625736224
2.3849372384937237,0.09209475940372436
2.3974895397489537,0.09094598321547305
2.410041841004184,0.089811536688749
2.422594142259414,0.08869124107750795
2.435146443514644,0.08758491986535678
2.4476987447698746,0.08649239873774141
2.4602510460251046,0.08541350555448134
2.4728033472803346,0.08434807032264673
2.485355648535565,0.08329592516977402
2.497907949790795,0.08225690431741563
2.510460251046025,0.08123084405501929
2.523012552301255,0.08021758271413361
2.5355648535564854,0.07921696064293514
2.5481171548117154,0.07822882018107337
2.5606694560669454,0.07725300563482922
2.573221757322176,0.07628936325258363
2.585774058577406,0.07533774120059228
2.598326359832636,0.07439798953906201
2.6108786610878663,0.07346996019852614
2.6234309623430963,0.07255350695651437
2.6359832635983262,0.07164848541451337
2.6485355648535562,0.07075475297521525
2.6610878661087867,0.06987216882004946
2.6736401673640167,0.0690005938869952
2.6861924686192467,0.06813989084867039
2.698744769874477,0.06728992409069401
2.711297071129707,0.06645055969031857
2.723849372384937,0.06562166539532871
2.7364016736401675,0.06480311060320335
2.7489539748953975,0.06399476634053768
2.7615062761506275,0.0631965052427217
2.7740585774058575,0.06240820153387242
2.786610878661088,0.06162973100701632
2.799163179916318,0.06086097100451904
2.811715481171548,0.06010180039875906
2.8242677824267783,0.05935209957304261
2.8368200836820083,0.05861175040275666
2.8493723849372383,0.05788063623675675
2.8619246861924688,0.0571586418789873
2.8744769874476988,0.056445653570331066
2.8870292887029287,0.05574155897068486
2.8995815899581587,0.0550462471412591
2.912133891213389,0.05435960852709796
2.924686192468619,0.05368153493981773
2.937238493723849,0.05301191954056028
2.9497907949790796,0.05235065682315935
2.9623430962343096,0.05169764259751679
2.9748953974895396,0.05105277397318601
2.98744769874477,0.0504159493431604
3.0,0.049787068367863944
